MaStR-Nr. der Einheit,Anzeige-Name der Einheit,Betriebs-Status,Energieträger,Bruttoleistung der Einheit,Nettonennleistung der Einheit,Inbetriebnahmedatum der Einheit,Inbetriebnahmedatum der Einheit am aktuellen Standort,Registrierungsdatum der Einheit,Bundesland,Postleitzahl,Ort,Straße,Hausnummer,Gemarkung,Flurstück,Gemeindeschlüssel,Gemeinde,Landkreis,Koordinate: Breitengrad (WGS84),Koordinate: Längengrad (WGS84),Lat,Lon,Technologie der Stromerzeugung,Art der Solaranlage,Anzahl der Solar-Module,Hauptausrichtung der Solar-Module,Hauptneigungswinkel der Solar-Module,Nutzungsbereich des Gebäudes mit Solaranlage,Name des Solarparks,Überwiegende Nutzungsart der Fläche vor Errichtung der Solaranlage,Bereich der überwiegenden Nutzungsart der Fläche vor Errichtung der Solaranlage,Größe der in Anspruch genommenen Fläche in Hektar,Zusätzliche Merkmale der Fläche und der aktuellen Flächennutzung,Lichte Höhe in Meter,Name des Windparks,Wind an Land oder auf See,Nabenhöhe der Windenergieanlage,Rotordurchmesser der Windenergieanlage,Hersteller der Windenergieanlage,Typenbezeichnung,Hauptbrennstoff der Einheit,MaStR-Nr. der Speichereinheit,Speichertechnologie,Nutzbare Speicherkapazität in kWh,Letzte Aktualisierung,Datum der endgültigen Stilllegung,Datum der geplanten Inbetriebnahme,Name des Anlagenbetreibers (nur Org.),"	MaStR-Nr. des Anlagenbetreibers",Volleinspeisung oder Teileinspeisung,MaStR-Nr. der Genehmigung,Name des Anschluss-Netzbetreibers,MaStR-Nr. des Anschluss-Netzbetreibers,Netzbetreiberprüfung,Spannungsebene,MaStR-Nr. der Lokation,MaStR-Nr. der EEG-Anlage,EEG-Anlagenschlüssel,Inbetriebnahmedatum der EEG-Anlage,Installierte Leistung der EEG-Anlage,Zuschlagnummer (EEG/KWK-Ausschreibung),MaStR-Nr. der KWK-Anlage,Inbetriebnahmedatum der KWK-Anlage,Elektrische KWK-Leistung,Thermische Nutzleistung in kW
SEE916996903969,MO 09,In Betrieb,Wind,6150,6150,24/11/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,404,309","651,614",54.04309,6.51614,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG912707449832,E2026001HRA000000MERKUR0000000009,24/11/2018,6150,,,,,
SEE964233757769,MO 12,In Betrieb,Wind,6150,6150,24/11/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,402,738","652,992",54.02738,6.52992,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG956082397999,E2026001HRA000000MERKUR0000000012,24/11/2018,6150,,,,,
SEE974860872759,MO 13,In Betrieb,Wind,6150,6150,19/11/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,403,531","652,945",54.03531,6.52945,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG917425111672,E2026001HRA000000MERKUR0000000013,19/11/2018,6150,,,,,
SEE977183023365,MO 14,In Betrieb,Wind,6150,6150,07/08/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,404,371","652,896",54.04371,6.52896,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG993835770302,E2026001HRA000000MERKUR0000000014,07/08/2018,6150,,,,,
SEE997620853577,MO 15,In Betrieb,Wind,6150,6150,19/09/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,405,163","652,849",54.05163,6.52849,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG991971651189,E2026001HRA000000MERKUR0000000015,19/09/2018,6150,,,,,
SEE902951327321,MO 20,In Betrieb,Wind,6150,6150,23/07/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"540,356","654,219",54.03560,6.54219,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG930657582805,E2026001HRA000000MERKUR0000000020,23/07/2018,6150,,,,,
SEE940342746108,MO 28,In Betrieb,Wind,6150,6150,29/07/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,401,157","655,589",54.01157,6.55589,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG977280702309,E2026001HRA000000MERKUR0000000028,29/07/2018,6150,,,,,
SEE942938589878,MO 29,In Betrieb,Wind,6150,6150,26/08/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,401,935","65,556",54.01935,6.55560,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG936547481128,E2026001HRA000000MERKUR0000000029,26/08/2018,6150,,,,,
SEE947887128291,MO 31,In Betrieb,Wind,6150,6150,08/10/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,404,283","655,446",54.04283,6.55446,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG968376906848,E2026001HRA000000MERKUR0000000031,08/10/2018,6150,,,,,
SEE995431888344,MO 38,In Betrieb,Wind,6150,6150,13/10/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"540,043","656,868",54.00430,6.56868,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG994270566093,E2026001HRA000000MERKUR0000000038,13/10/2018,6150,,,,,
SEE910399876776,MO 39,In Betrieb,Wind,6150,6150,16/09/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,401,172","65,683",54.01172,6.56830,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG968953213840,E2026001HRA000000MERKUR0000000039,16/09/2018,6150,,,,,
SEE901485919156,MO 40,In Betrieb,Wind,6150,6150,23/07/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,401,913","656,792",54.01913,6.56792,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG931217897889,E2026001HRA000000MERKUR0000000040,23/07/2018,6150,,,,,
SEE939546937627,MO 41,In Betrieb,Wind,6150,6150,25/07/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,402,653","656,758",54.02653,6.56758,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG971834338457,E2026001HRA000000MERKUR0000000041,25/07/2018,6150,,,,,
SEE909818839164,MO 42,In Betrieb,Wind,6150,6150,03/12/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,403,394","656,713",54.03394,6.56713,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG956533783951,E2026001HRA000000MERKUR0000000042,03/12/2018,6150,,,,,
SEE905374235600,MO 51,In Betrieb,Wind,6150,6150,25/11/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,404,563","657,901",54.04563,6.57901,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG913139764616,E2026001HRA000000MERKUR0000000051,25/11/2018,6150,,,,,
SEE999565442069,MO 57,In Betrieb,Wind,6150,6150,22/12/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"540,437","659,161",54.04370,6.59161,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG966940670355,E2026001HRA000000MERKUR0000000057,22/12/2018,6150,,,,,
SEE980314319589,MO 62,In Betrieb,Wind,6150,6150,29/12/2018,,17/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,404,365","660,583",54.04365,6.60583,Horizontalläufer,,,,,,,,,,,,Merkur Offshore,Windkraft auf See,"102,6","150,9",GE Renewable Germany GmbH,Haliade 150-6MW,,,,,17/12/2024,,,Merkur Offshore GmbH,ABR926987701818,Volleinspeisung,SGE990321122812,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL925169438559,EEG980816776224,E2026001HRA000000MERKUR0000000062,29/12/2018,6150,,,,,
SEE934057316022,DBU02,In Betrieb,Wind,8400,8400,16/09/2019,,19/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,331,033","5,804,635",54.33103,5.80464,Horizontalläufer,,,,,,,,,,,,Deutsche Bucht,Windkraft auf See,"108,3",164,MHI Vestas Offshore Wind,V164,,,,,05/11/2019,,,Northland Deutsche Bucht GmbH,ABR909178957744,Volleinspeisung,SGE904311270841,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL964485571465,EEG919071600937,E2026001DEUTSCHEBUCHT000000000002,16/09/2019,8400,,,,,
SEE948292214951,DBU03,In Betrieb,Wind,8400,8400,24/09/2019,,24/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,320,266","5,780,183",54.32027,5.78018,Horizontalläufer,,,,,,,,,,,,Deutsche Bucht,Windkraft auf See,"108,3",164,MHI Vestas Offshore Wind,V164,,,,,05/11/2019,,,Northland Deutsche Bucht GmbH,ABR909178957744,Volleinspeisung,SGE904311270841,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL964485571465,EEG924720238775,E2026001DEUTSCHEBUCHT000000000003,24/09/2019,8400,,,,,
SEE906703462438,DBU13,In Betrieb,Wind,8400,8400,25/09/2019,,26/09/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,314,399","5,797,574",54.31440,5.79757,Horizontalläufer,,,,,,,,,,,,Deutsche Bucht,Windkraft auf See,"108,3",164,MHI Vestas Offshore Wind,V164,,,,,05/11/2019,,,Northland Deutsche Bucht GmbH,ABR909178957744,Volleinspeisung,SGE904311270841,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL964485571465,EEG970849280324,E2026001DEUTSCHEBUCHT000000000013,25/09/2019,8400,,,,,
SEE961483893148,C02,In Betrieb,Wind,6264,6264,12/06/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,086,885","7,080,652",54.08689,7.08065,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG937681643823,E2026001HRA0000000GOWZE0000000002,12/06/2016,6264,,,,,
SEE912642489320,D01,In Betrieb,Wind,6264,6264,09/05/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,409,238","7,047,637",54.09238,7.04764,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG927699379067,E2026001HRA0000000GOWZE0000000003,09/05/2016,6264,,,,,
SEE902832422770,D02,In Betrieb,Wind,6264,6264,13/05/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,086,893","7,059,466",54.08689,7.05947,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG907368341083,E2026001HRA0000000GOWZE0000000004,13/05/2016,6264,,,,,
SEE906297337075,D03,In Betrieb,Wind,6264,6264,16/02/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,080,662","707,006",54.08066,7.07006,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG983077401256,E2026001HRA0000000GOWZE0000000005,16/02/2016,6264,,,,,
SEE937984583079,E01,In Betrieb,Wind,6264,6264,07/05/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,092,337","7,026,367",54.09234,7.02637,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG916873984654,E2026001HRA0000000GOWZE0000000006,07/05/2016,6264,,,,,
SEE983331954016,E02,In Betrieb,Wind,6264,6264,09/06/2016,,08/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"5,408,613","7,036,945",54.08613,7.03695,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG953179139418,E2026001HRA0000000GOWZE0000000007,09/06/2016,6264,,,,,
SEE995152810396,E03,In Betrieb,Wind,6264,6264,07/05/2016,,09/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,080,668","7,048,886",54.08067,7.04889,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG949245433375,E2026001HRA0000000GOWZE0000000008,07/05/2016,6264,,,,,
SEE952715348734,E04,In Betrieb,Wind,6264,6264,28/05/2016,,09/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,074,439","7,059,471",54.07444,7.05947,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG983764333761,E2026001HRA0000000GOWZE0000000009,28/05/2016,6264,,,,,
SEE913433977576,F01,In Betrieb,Wind,6264,6264,10/05/2016,,09/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,092,282","7,005,091",54.09228,7.00509,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG993257027763,E2026001HRA0000000GOWZE0000000010,10/05/2016,6264,,,,,
SEE958810812781,F02,In Betrieb,Wind,6264,6264,07/05/2016,,09/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,086,108","701,577",54.08611,7.01577,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG920205673352,E2026001HRA0000000GOWZE0000000011,07/05/2016,6264,,,,,
SEE954941144418,K01,In Betrieb,Wind,6264,6264,13/07/2016,,09/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,064,965","6,942,896",54.06497,6.94290,Horizontalläufer,,,,,,,,,,,,Gode Wind 1,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 1 Offshore Wind Farm GmbH & Co. oHG,ABR939617012437,Volleinspeisung,SGE915423904302,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL964827249373,EEG909074144194,E2026001HRA0000000GOWEE0000000001,13/07/2016,6264,,,,,
SEE911235136542,F03,In Betrieb,Wind,6264,6264,08/05/2016,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,079,883","7,026,376",54.07988,7.02638,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG948718695265,E2026001HRA0000000GOWZE0000000012,08/05/2016,6264,,,,,
SEE973308581420,F04,In Betrieb,Wind,6264,6264,12/06/2016,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,074,436","7,038,288",54.07444,7.03829,Horizontalläufer,,,,,,,,,,,,Gode Wind 2,Windkraft auf See,110,154,Siemens Wind Power GmbH & Co. KG,SWT-6.0-154,,,,,06/01/2025,,,Gode Wind 2 Offshore Wind Farm P/S GmbH & Co. oHG,ABR962888504653,Volleinspeisung,SGE980110002067,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL943629000788,EEG933651394184,E2026001HRA0000000GOWZE0000000013,12/06/2016,6264,,,,,
SEE914346404470,G01,In Betrieb,Wind,4200,4200,05/07/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"53,994,306","6,491,221",53.99431,6.49122,Horizontalläufer,,,,,,,,,,,,Borkum Riffgrund 1,Windkraft auf See,87,120,Siemens Wind Power GmbH & Co. KG,SWT-3.6-120 V3,,,,,06/01/2025,,,Borkum Riffgrund I Offshore Windpark A/S GmbH & Co. oHG,ABR949626048525,Volleinspeisung,SGE974804565907,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL947312274135,EEG939953983750,E2026001HRA0000000BRGEE0001100001,05/07/2015,4200,,,,,
SEE997614409391,A32,In Betrieb,Wind,8300,8300,04/09/2018,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"53,987,283","6,422,635",53.98728,6.42264,Horizontalläufer,,,,,,,,,,,,Borkum Riffgrund 2,Windkraft auf See,"114,6",164,MHI Vestas Offshore Wind,MHI Vestas Offshore Wind V164-8.0,,,,,06/01/2025,,,Borkum Riffgrund 2 Offshore Wind Farm GmbH & Co. oHG,ABR983253051190,Volleinspeisung,SGE932949494346,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL903815302577,EEG998265906901,E2026001000BORKRIFFGZE00000000001,04/09/2018,8300,,,,,
SEE943111140510,BW02,In Betrieb,Wind,5000,5000,07/03/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,078,805","6,416,101",54.07881,6.41610,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"91,73",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG979003232902,E2026001HRA0000000BOWZE0000100001,07/03/2015,5000,,,,,
SEE953136628245,BW03,In Betrieb,Wind,5000,5000,07/02/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,070,058","641,661",54.07006,6.41661,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"92,26",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG918509388300,E2026001HRA0000000BOWZE0000100002,07/02/2015,5000,,,,,
SEE975320044594,BW04,In Betrieb,Wind,5000,5000,27/04/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,061,307","6,417,115",54.06131,6.41712,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"92,63",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG998936307457,E2026001HRA0000000BOWZE0000100006,27/04/2015,5000,,,,,
SEE924663717436,BW12,In Betrieb,Wind,5000,5000,29/03/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,087,739","6,429,332",54.08774,6.42933,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"91,23",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG980579344821,E2026001HRA0000000BOWZE0000100004,29/03/2015,5000,,,,,
SEE927320115712,BW13,In Betrieb,Wind,5000,5000,20/06/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,078,757","6,429,868",54.07876,6.42987,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"91,76",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG989310086280,E2026001HRA0000000BOWZE0000100009,20/06/2015,5000,,,,,
SEE902265028693,BW14,In Betrieb,Wind,5000,5000,07/04/2015,,16/10/2019,Ausschließliche Wirtschaftszone,,,,,,,,,,"54,069,781","6,430,405",54.06978,6.43041,Horizontalläufer,,,,,,,,,,,,Trianel Windpark Borkum,Windkraft auf See,"92,43",116,Adwen GmbH,AD5-116,,,,,23/12/2024,,,Trianel Windkraftwerk Borkum GmbH & Co. KG,ABR999047538587,Volleinspeisung,SGE904723913190,TenneT TSO GmbH (SNB970033313272),SNB970033313272,Geprüft,Höchstspannung,SEL900790170542,EEG975387671245,E2026001HRA0000000BOWZE0000100008,07/04/2015,5000,,,,,
